datetime,open,high,low,close,open_interest,volume,total_turnover,date,open_interest_diff,ret,high_diff,factor_mom_1,factor_mom_2,hl_ratio,hl_ratio_diff,factor_mom_3,factor_rev_1,factor_rev_2,hedge_pressure_ratio,intraday_return,factor_rev_3,close_diff_abs,ER_up,ER_down,ER,Signal_factor_mom_1,Signal_factor_mom_2,Signal_factor_mom_3,Signal_factor_rev_1,Signal_factor_rev_2,Signal_factor_rev_3,Signal_ER,Signal_mom,Signal_rev,Signal
2022-12-22 10:02:00,19465.0,19465.0,19325.0,19325.0,5359.0,217.0,19915.9,2022-12-22,9.0,-0.006426735218509005,,,,1.0072445019404916,0.0,,0.0,0.0,,-0.007192396609298712,0.0,,,,,,,,,,,,0.0,0.0,0.0
2022-12-22 11:02:00,19385.0,19395.0,19375.0,19395.0,5483.0,18.0,1652.05,2022-12-22,-1.0,0.0,-70.0,,-30.0,1.0,0.0,0.0,0.0,0.0,1.7999999999999998,0.0005158627805004201,0.0,70.0,,,,,,,,,,,0.0,0.0,0.0
2022-12-22 12:02:00,19420.0,19445.0,19400.0,19405.0,5367.0,222.0,20426.2,2022-12-22,15.0,-0.001029601029601035,50.0,,60.0,1.0020613244009275,-6.184406589689095,-6.184406589689095,0.0,0.0,13.875,-0.0007723995880535295,0.0,10.0,,,,,,,,,,,0.0,0.0,0.0
2022-12-22 14:02:00,19385.0,19390.0,19380.0,19380.0,5346.0,6.0,550.8,2022-12-22,-1.0,-0.00025793139025021006,-55.0,,-55.0,1.000515995872033,0.0,6.184406589689095,0.0,0.0,0.375,-0.00025793139025021006,0.0,25.0,,,,,,,,,,,0.0,0.0,0.0
2022-12-22 15:02:00,19335.0,19345.0,19315.0,19335.0,4710.0,221.0,20231.65,2022-12-22,-140.0,0.0,-45.0,,-115.0,1.00051719679338,-13.63242150676022,-13.63242150676022,0.0,0.0,1.589928057553957,0.0,0.0,45.0,,,,,,,,,,,0.0,0.0,0.0
2022-12-23 09:02:00,19205.0,19245.0,18960.0,18975.0,4870.0,895.0,80673.9,2022-12-23,160.0,-0.018619084561675714,-100.0,-0.9911116339482315,-485.0,1.0142292490118576,-4.289480108901926,9.342941397858294,0.0,0.0,2.9833333333333334,-0.0119760479041916,0.0,360.0,350.0,510.0,0.6862745098039216,,,,1.0,,,,0.0,1.0,1.0
2022-12-23 10:02:00,18425.0,18425.0,18405.0,18415.0,6996.0,56.0,4869.875,2022-12-23,-11.0,-0.0013557483731019282,-820.0,-1.7674697224456328,-1335.0,1.0005430355688298,0.0,4.289480108901926,0.0,0.0,0.3274853801169591,-0.0005427408412482793,0.0,560.0,980.0,1000.0,0.98,,,,1.0,,,1.0,0.0,1.0,0.0
2022-12-23 11:02:00,18455.0,18465.0,18455.0,18465.0,6955.0,19.0,1656.275,2022-12-23,2.0,0.0005418585749119575,40.0,0.669540592275412,80.0,1.0,0.0,0.0,0.0,0.0,1.4615384615384615,0.0005418585749119575,0.0,50.0,940.0,1040.0,0.9038461538461539,,,,1.0,,,1.0,0.0,1.0,0.0
2022-12-23 12:02:00,18445.0,18450.0,18435.0,18435.0,6873.0,30.0,2612.375,2022-12-23,-4.0,-0.0008130081300813385,-15.0,0.4847203120722009,-30.0,1.000813669650122,-7.1139561095661294,-7.1139561095661294,0.0,0.0,5.0,-0.0005421523448089216,0.0,30.0,945.0,1045.0,0.9043062200956937,,,,1.0,,,1.0,0.0,1.0,0.0
2022-12-23 14:02:00,18400.0,18405.0,18395.0,18405.0,6958.0,12.0,1042.525,2022-12-23,3.0,0.0010878433505574492,-45.0,0.4006647666261545,-85.0,1.0,0.0,7.1139561095661294,0.0,0.0,1.7142857142857142,0.00027173913043476716,0.0,30.0,930.0,1030.0,0.9029126213592233,,,,1.0,,,-1.0,0.0,1.0,1.0
2022-12-23 15:02:00,18085.0,18085.0,18085.0,18085.0,7629.0,71.0,6056.3,2022-12-23,-46.0,0.0,-320.0,-0.24656293330840276,-625.0,1.0,,,0.0,0.0,1.4489795918367347,0.0,0.0,320.0,890.0,990.0,0.898989898989899,,,,1.0,,,-1.0,0.0,1.0,1.0
2022-12-26 09:02:00,17965.0,18145.0,17850.0,18110.0,7878.0,2017.0,170992.575,2022-12-26,249.0,0.0013823610727121682,60.0,0.7560172409405367,-355.0,1.0019326339039205,-6.248871489388033,,0.0,0.0,6.837288135593219,0.008071249652101375,0.0,25.0,305.0,455.0,0.6703296703296703,,,,1.0,,,-1.0,0.0,1.0,1.0
2022-12-26 10:02:00,18175.0,18185.0,18175.0,18185.0,8430.0,23.0,1972.725,2022-12-26,-5.0,0.0002750275027503246,40.0,0.6256694407783752,535.0,1.0,0.0,6.248871489388033,0.0,0.0,0.09055118110236221,0.0005502063273727931,0.0,75.0,280.0,480.0,0.5833333333333334,,,,1.0,,,-1.0,0.0,1.0,1.0
2022-12-26 11:02:00,18350.0,18370.0,18345.0,18370.0,8092.0,32.0,2773.325,2022-12-26,-6.0,0.0010899182561308063,185.0,1.0646625511207743,345.0,1.0,,,0.0,0.0,32.0,0.0010899182561308063,0.0,185.0,65.0,635.0,0.10236220472440945,,,,1.0,,,-1.0,0.0,1.0,1.0
2022-12-26 12:02:00,18245.0,18275.0,18245.0,18260.0,8109.0,99.0,8531.4,2022-12-26,-15.0,0.0008221430528911888,-95.0,-0.35935794104083696,-205.0,1.0008214676889375,-7.104417953046786,,0.0,0.0,11.0,0.0008221430528911888,0.0,110.0,145.0,715.0,0.20279720279720279,,,,1.0,,,-1.0,0.0,1.0,1.0
2022-12-26 14:02:00,18200.0,18205.0,18175.0,18185.0,8260.0,35.0,3004.85,2022-12-26,0.0,-0.0008241758241758212,-70.0,-0.8368376223982436,-115.0,1.0010998075336817,-8.186667727764904,-1.0822497747181181,0.0,0.0,2.3333333333333335,-0.0008241758241758212,0.0,75.0,100.0,470.0,0.2127659574468085,,,,1.0,,,-1.0,0.0,1.0,1.0
2022-12-26 15:02:00,18190.0,18200.0,18180.0,18195.0,7922.0,283.0,24289.575,2022-12-26,-93.0,0.00027487630566236376,-5.0,-0.14431114555621474,-5.0,1.0002748007694422,0.0,8.186667727764904,0.0,0.0,3.043010752688172,0.00027487630566236376,0.0,10.0,85.0,455.0,0.18681318681318682,,,,1.0,,,-1.0,0.0,1.0,1.0
